,idnum,uniq_id,pais,year,wave,nationality,estratopri,strata,upm,prov1t,ur1new,q1tb,q2,wt,weight1500,core_a_core_b,a4,covid2at,idio2,idio2cov,fs2,fs2covidn,covid11n,it1,jc13,jc13covid,jc15a,jccov1,jccov2,vic1ext,aoj11,countfair1,countfair2,countfair3,countfair4,wvsi2,wvsi3,chm1bn,chm2bn,cses6n,b0t,b2,b3,b4,b6,b32,b47a,dst1bn,pr3dnr,pr3enr,drk1c,drk1n,drr1,drr1a,drr1b,m1,ing4,anestg,pn4,exc6,exc2,exc7new,mil10a,mil10e,ccch1,ccch3,ccch4,ccch6,ccus1,ccus3,ccus4,ccus6,ctaware,ctspecific1,ctdiffuse1,ctdiffuse2,edr,ocup4a,q10newt,q11n,q12c,q12bn,covidedu1_1,covidedu1_2,covidedu1_3,covidedu1_4,covidedu1_5,covidedu2,etid,gi0n,r3,r4,r6,r7,r15,r18n,r18,r16,r27,psc1n,psc1c1,psc1c2_1,psc1c2_2,psc1c2_3,psc1c2_4,psc1c2_5,psc1c2_6,psc1c2_7,psc1c2_8,psc1c2_9,psc1c2_10,psc1c2_11,psc1c2_12,psc1c2_13,psc1c2_14,psc1c2_15,psc1c2_16,psc1c2_17,psc1c2_18,psc1c2_19,psc1c2_77,psc1c3,psc1t1_1,psc1t1_2,psc1t1_3,psc1t1_4,psc1t1_5,psc1t1_6,psc1t1_77,psc1c4,psc1t2_1,psc1t2_2,psc1t2_3,psc1t2_4,psc1t2_5,psc1t2_6,psc1t2_7,psc1t2_8,psc1t2_9,psc1t2_10,psc1t2_11,psc1t2_12,psc1t2_13,psc1t2_14,psc1t2_15,psc1t2_16,psc1t2_17,psc1t2_18,psc1t2_19,psc1t2_77,psc1t3,psc1t4,psc2n,psc2r1,psc2r2_1,psc2r2_2,psc2r2_3,psc2r2_4,psc2r2_5,psc2r2_6,psc2r2_7,psc2r2_8,psc2r2_9,psc2r2_10,psc2r2_11,psc2r2_12,psc2r2_13,psc2r2_14,psc2r2_15,psc2r2_16,psc2r2_17,psc2r2_18,psc2r2_19,psc2r2_99,psc2r2_77,psc2c1,psc2c2_1,psc2c2_2,psc2c2_3,psc2c2_4,psc2c2_5,psc2c2_6,psc2c2_7,psc2c2_8,psc2c2_9,psc2c2_10,psc2c2_11,psc2c2_12,psc2c2_13,psc2c2_14,psc2c2_15,psc2c2_16,psc2c2_17,psc2c2_18,psc2c2_19,psc2c2_77,psc2f1,psc2f2_1,psc2f2_2,psc2f2_3,psc2f2_4,psc2f2_5,psc2f2_6,psc2f2_7,psc2f2_8,psc2f2_9,psc2f2_10,psc2f2_11,psc2f2_12,psc2f2_13,psc2f2_14,psc2f2_15,psc2f2_16,psc2f2_17,psc2f2_18,psc2f2_19,psc2f2_77,psc2f3,psc2f4_1,psc2f4_2,psc2f4_3,psc2f4_77,psc7n,psc8n,psc9n,psc14,psc12n,psc11n,psc11an,psc15,psc16,psc13n_1,psc13n_2,psc13n_3,psc13n_4,psc13n_5,psc13n_7,psc13n_11,psc13n_12,psc13n_13,psc13n_77,conocim,municipio1t,idiomaq,formatq,sexi,srvyrid,fecha,gpt_results,gpt_distance,gpt_num_preg,gpt_distance_norm,gpt_distance_norm_wt
41,251378.0,21170251378.0,17,2021,2021,17,1708.0,1700002021,171592421,1700001.0,1.0,1,45,0.11541194,0.057495154,Core A,71.0,4.0,2.0,,0.0,,2,2.0,2.0,,2.0,2.0,,,,,,3.0,3.0,,2.0,2.0,,5.0,2.0,2.0,2.0,7.0,7.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,,,3.0,7.0,2.0,3.0,0.0,,,4.0,4.0,2.0,3.0,4.0,,,,,,4.0,3.0,3.0,5.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701077.0,1,6,2,,,"(6.0, 10, 0.6)",6.0,10,0.6,0.06924716234207152
44,37889.0,21170037889.0,17,2021,2021,17,1702.0,1700002021,171993521,1700021.0,1.0,1,60,1.6860095,0.83992505,Core A,71.0,1.0,1.0,,0.0,,1,2.0,,2.0,2.0,,,,,1.0,3.0,,,2.0,,,,4.0,5.0,4.0,4.0,4.0,4.0,2.0,7.0,3.0,3.0,1.0,2.0,1.0,2.0,,,2.0,7.0,1.0,2.0,0.0,,,,4.0,,,,,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,0.0,,,,,,,,,,,,7.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1721011.0,1,6,1,,,"(6.0, 9, 0.6666666666666666)",6.0,9,0.6666666666666666,1.1240063508351643
45,233747.0,21170233747.0,17,2021,2021,17,1709.0,1700002021,172106521,1700002.0,1.0,2,24,1.177309,0.586504,Core A,13.0,2.0,3.0,2.0,0.0,,2,3.0,1.0,,2.0,2.0,,,,,,3.0,2.0,,1.0,2.0,,5.0,2.0,7.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,4.0,3.0,2.0,2.0,,,4.0,6.0,3.0,3.0,0.0,,,3.0,2.0,2.0,2.0,2.0,3.0,,,,,4.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1702001.0,1,6,2,,,"(4.0, 10, 0.4)",4.0,10,0.4,0.47092361450195314
47,392140.0,21170392140.0,17,2021,2021,17,1708.0,1700002021,171816821,1700001.0,1.0,2,42,0.4572205,0.22777507,Core A,27.0,2.0,3.0,1.0,1.0,1.0,1,3.0,,2.0,2.0,,1.0,,,3.0,1.0,,,,1.0,2.0,,3.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1986.0,1.0,3.0,5.0,3.0,3.0,0.0,,,,,,,,,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1701077.0,1,6,2,,,"(10.0, 11, 0.9090909090909091)",10.0,11,0.9090909090909091,0.41565499522469257
48,245573.0,21170245573.0,17,2021,2021,17,1704.0,1700002021,171123221,1700017.0,1.0,1,57,0.7840072,0.3905715,Core A,70.0,2.0,2.0,,0.0,,2,2.0,,2.0,2.0,,2.0,,,2.0,1.0,,,,2.0,2.0,,4.0,1.0,6.0,4.0,6.0,6.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,,,2.0,6.0,2.0,2.0,0.0,,,2.0,2.0,,,,,1.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1717077.0,1,6,2,,,"(7.0, 11, 0.6363636363636364)",7.0,11,0.6363636363636364,0.49891366741874
52,170760.0,21170170760.0,17,2021,2021,17,1703.0,1700002021,171868721,1700014.0,1.0,2,32,0.44082642,0.21960798,Core A,1.0,2.0,2.0,,0.0,,2,1.0,2.0,,2.0,,2.0,,,2.0,3.0,,,1.0,,2.0,,4.0,4.0,7.0,5.0,6.0,7.0,7.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,,,2.0,7.0,1.0,2.0,0.0,,,,2.0,,,,,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1714077.0,1,6,2,,,"(5.0, 10, 0.5)",5.0,10,0.5,0.2204132080078125
53,96473.0,21170096473.0,17,2021,2021,17,1708.0,1700002021,171609221,1700001.0,2.0,1,63,0.3462358,0.17248546,Core A,2.0,2.0,1.0,,0.0,,2,2.0,2.0,,2.0,2.0,,,,,,2.0,2.0,2.0,,2.0,,4.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,4.0,2.0,4.0,4.0,3.0,1.0,2010.0,2.0,5.0,7.0,3.0,3.0,0.0,,,3.0,2.0,3.0,1.0,3.0,1.0,,,,,3.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701008.0,1,6,1,,,"(7.0, 9, 0.7777777777777778)",7.0,9,0.7777777777777778,0.26929452021916706
56,350478.0,21170350478.0,17,2021,2021,17,1704.0,1700002021,171029421,1700022.0,4.0,2,35,1.7644866,0.8790202,Core A,1.0,1.0,3.0,1.0,1.0,1.0,2,2.0,,2.0,2.0,,1.0,,,,,2.0,2.0,1.0,,,2.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,2010.0,1.0,3.0,4.0,3.0,3.0,0.0,,,,,1.0,2.0,3.0,2.0,,,,,4.0,4.0,3.0,4.0,1.0,,,,,,,,,,,,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1722077.0,1,6,2,,,"(7.0, 10, 0.7)",7.0,10,0.7,1.235140585899353
57,403823.0,21170403823.0,17,2021,2021,17,1709.0,1700002021,171222721,1700002.0,1.0,2,61,0.58907264,0.2934603,Core A,13.0,1.0,2.0,,0.0,,2,4.0,,2.0,2.0,,2.0,,,1.0,3.0,,,,2.0,2.0,,5.0,4.0,7.0,3.0,7.0,7.0,7.0,7.0,5.0,2.0,2.0,3.0,2.0,2.0,,,5.0,7.0,4.0,1.0,0.0,,,4.0,2.0,,,,,2.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,3.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1702001.0,1,6,2,,,"(7.0, 11, 0.6363636363636364)",7.0,11,0.6363636363636364,0.3748644102703441
58,68738.0,21170068738.0,17,2021,2021,17,1708.0,1700002021,172503421,1700001.0,2.0,2,22,0.73256916,0.36494645,Core A,21.0,1.0,3.0,1.0,0.0,,2,2.0,2.0,,2.0,2.0,,,,3.0,2.0,,,2.0,,2.0,,3.0,4.0,5.0,3.0,2.0,4.0,6.0,5.0,3.0,1.0,1.0,4.0,3.0,1.0,2020.0,2.0,4.0,7.0,4.0,3.0,0.0,,,,,,,,,1.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701077.0,1,6,1,,,"(4.0, 9, 0.4444444444444444)",4.0,9,0.4444444444444444,0.3255862924787733
62,361753.0,21170361753.0,17,2021,2021,17,1708.0,1700002021,171535121,1700001.0,2.0,2,19,1.2128024,0.6041859,Core A,1.0,2.0,3.0,2.0,0.0,,1,1.0,2.0,,2.0,2.0,,,,,,2.0,3.0,,2.0,1.0,,4.0,7.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,2012.0,3.0,2.0,7.0,2.0,2.0,0.0,,,,2.0,1.0,2.0,4.0,,,,,,3.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701012.0,1,6,1,,,"(7.0, 10, 0.7)",7.0,10,0.7,0.8489616870880127
65,370469.0,21170370469.0,17,2021,2021,17,1709.0,1700002021,171305521,1700002.0,1.0,2,46,0.97523713,0.48583716,Core A,71.0,1.0,3.0,1.0,0.0,,2,2.0,,2.0,2.0,,1.0,,,,,2.0,1.0,2.0,,2.0,,5.0,7.0,7.0,5.0,5.0,4.0,7.0,7.0,5.0,1.0,2.0,3.0,4.0,1.0,2014.0,4.0,3.0,6.0,1.0,3.0,0.0,,,4.0,4.0,4.0,,1.0,2.0,,,,,3.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1702001.0,1,6,1,,,"(10.0, 9, 1.1111111111111112)",10.0,9,1.1111111111111112,1.083596812354194
66,126895.0,21170126895.0,17,2021,2021,17,1709.0,1700002021,171586821,1700002.0,1.0,1,29,1.3268008,0.6609768,Core A,2.0,1.0,2.0,,0.0,,2,2.0,2.0,,2.0,1.0,,,,,,3.0,2.0,2.0,,1.0,,4.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,4.0,3.0,2.0,1.0,1.0,2.0,,,2.0,7.0,1.0,2.0,0.0,,,2.0,3.0,1.0,1.0,4.0,,,,,,2.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1702001.0,1,6,2,,,"(7.0, 9, 0.7777777777777778)",7.0,9,0.7777777777777778,1.0319561958312988
68,119366.0,21170119366.0,17,2021,2021,17,1705.0,1700002021,172102121,1700013.0,1.0,2,45,1.1761583,0.58593076,Core A,71.0,1.0,3.0,1.0,0.0,,1,3.0,1.0,,1.0,,2.0,,,,,1.0,1.0,2.0,,1.0,,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,,,3.0,3.0,2.0,3.0,0.0,,,4.0,4.0,1.0,1.0,1.0,1.0,,,,,4.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1713077.0,1,6,1,,,"(14.0, 10, 1.4)",14.0,10,1.4,1.6466216325759886
71,203665.0,21170203665.0,17,2021,2021,17,1706.0,1700002021,172498621,1700015.0,1.0,2,51,0.5666426,0.28228626,Core A,4.0,1.0,3.0,2.0,0.0,,1,1.0,,2.0,2.0,2.0,,,,,,1.0,1.0,2.0,,,2.0,5.0,2.0,3.0,1.0,1.0,,1.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,,,5.0,7.0,4.0,4.0,0.0,,,4.0,2.0,,,,,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1715077.0,1,6,2,,,"(6.0, 8, 0.75)",6.0,8,0.75,0.4249819368124008
74,384529.0,21170384529.0,17,2021,2021,17,1703.0,1700002021,171705621,1700014.0,1.0,2,19,1.9358575,0.96439266,Core A,70.0,1.0,2.0,,1.0,2.0,2,3.0,,1.0,2.0,2.0,,,,2.0,,,,2.0,,,1.0,4.0,3.0,7.0,4.0,6.0,6.0,4.0,6.0,4.0,1.0,1.0,2.0,2.0,1.0,2021.0,3.0,3.0,5.0,3.0,2.0,0.0,,,,3.0,,,,,1.0,3.0,2.0,2.0,3.0,,4.0,3.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1714011.0,1,6,2,,,"(8.0, 8, 1.0)",8.0,8,1.0,1.9358575344085693
75,356718.0,21170356718.0,17,2021,2021,17,1702.0,1700002021,172072421,1700021.0,1.0,1,72,0.98927134,0.49282864,Core A,13.0,2.0,3.0,2.0,0.0,,2,2.0,,1.0,,,2.0,,,2.0,3.0,,,,1.0,1.0,,5.0,5.0,7.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,,,5.0,1.0,4.0,4.0,0.0,,,,1.0,1.0,2.0,4.0,,,,,,3.0,2.0,5.0,5.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1721077.0,1,6,1,,,"(7.0, 11, 0.6363636363636364)",7.0,11,0.6363636363636364,0.6295363090255044
77,316792.0,21170316792.0,17,2021,2021,17,1702.0,1700002021,171836921,1700021.0,1.0,1,30,0.59483683,0.29633185,Core A,1.0,2.0,3.0,2.0,0.0,,2,3.0,2.0,,2.0,,2.0,,,2.0,2.0,,,1.0,,2.0,,2.0,6.0,5.0,3.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,,,4.0,6.0,3.0,3.0,0.0,,,4.0,3.0,1.0,3.0,2.0,3.0,,,,,2.0,2.0,4.0,5.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1721015.0,1,6,1,,,"(6.0, 11, 0.5454545454545454)",6.0,11,0.5454545454545454,0.32445645332336426
82,29609.0,21170029609.0,17,2021,2021,17,1708.0,1700002021,172040621,1700001.0,1.0,1,32,0.5706071,0.2842613,Core A,1.0,3.0,2.0,,0.0,,2,1.0,,2.0,2.0,1.0,,,,1.0,1.0,,,,1.0,,,5.0,3.0,7.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,,3.0,1.0,4.0,3.0,0.0,,,,,1.0,3.0,1.0,3.0,,,,,4.0,3.0,5.0,3.0,2.0,,,,,,,,,,,,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701077.0,1,6,1,,,"(11.0, 11, 1.0)",11.0,11,1.0,0.5706071257591248
83,46866.0,21170046866.0,17,2021,2021,17,1708.0,1700002021,172519421,1700001.0,1.0,1,38,0.5706071,0.2842613,Core A,1.0,2.0,1.0,,0.0,,2,3.0,,2.0,2.0,,2.0,,,,,1.0,1.0,1.0,,,2.0,5.0,7.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,,,5.0,1.0,4.0,3.0,0.0,,,3.0,3.0,,,,,1.0,3.0,1.0,3.0,1.0,3.0,5.0,5.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701077.0,1,6,1,,,"(7.0, 9, 0.7777777777777778)",7.0,9,0.7777777777777778,0.44380554225709706
85,227987.0,21170227987.0,17,2021,2021,17,1702.0,1700002021,172172421,1700006.0,1.0,2,32,0.7890922,0.3931047,Core A,4.0,4.0,3.0,1.0,0.0,,2,2.0,1.0,,1.0,2.0,,,,3.0,2.0,,,,1.0,1.0,,3.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,1.0,2.0,1.0,2019.0,3.0,3.0,2.0,4.0,4.0,0.0,,,,,,,,,,,,,4.0,,3.0,2.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,6,1,,,"(11.0, 9, 1.2222222222222223)",11.0,9,1.2222222222222223,0.9644460015826756
88,322080.0,21170322080.0,17,2021,2021,17,1708.0,1700002021,171359521,1700001.0,1.0,1,52,0.57320946,0.2855577,Core A,3.0,1.0,3.0,2.0,0.0,,2,4.0,2.0,,2.0,2.0,,,,,,1.0,1.0,2.0,,,2.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,,,2.0,7.0,3.0,3.0,0.0,,,3.0,4.0,,,,,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701077.0,1,6,2,,,"(10.0, 8, 1.25)",10.0,8,1.25,0.7165118306875229
89,411051.0,21170411051.0,17,2021,2021,17,1709.0,1700002021,172243321,1700002.0,1.0,1,21,1.3268008,0.6609768,Core A,70.0,1.0,2.0,,0.0,,1,1.0,,2.0,1.0,,2.0,,,,,1.0,1.0,,2.0,2.0,,4.0,2.0,7.0,3.0,1.0,5.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,,,3.0,5.0,4.0,3.0,0.0,,,3.0,3.0,1.0,1.0,2.0,2.0,,,,,3.0,3.0,3.0,4.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1702001.0,1,6,2,,,"(9.0, 11, 0.8181818181818182)",9.0,11,0.8181818181818182,1.0855643099004573
91,271134.0,21170271134.0,17,2021,2021,17,1708.0,1700002021,171387121,1700001.0,1.0,1,51,0.1731179,0.08624273,Core A,27.0,3.0,3.0,2.0,0.0,,2,1.0,,2.0,2.0,2.0,,,,3.0,3.0,,,2.0,,2.0,,5.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,2.0,4.0,4.0,1.0,2.0,,,5.0,1.0,4.0,4.0,1.0,,,,2.0,,,,,1.0,3.0,1.0,3.0,4.0,4.0,5.0,5.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701077.0,1,6,2,,,"(9.0, 9, 1.0)",9.0,9,1.0,0.17311790585517883
